name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
Robot Arena,PC,"April 1, 2001",41,7.3,GabrielInteractive,"Strategy,Breeding/Constructing,General,Breeding/Constructing",1-2,7,23,0,2001
Rally Challenge 2000,Nintendo64,"June 30, 2000",41,6,Europress,"Driving,Racing,Rally / Offroad",1-4,9,5,0,2000
GT Pro Series,Wii,"November 14, 2006",41,4.2,MTO,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No Online Multiplayer,15,23,0,2006
Timeline,PC,"November 12, 2000",41,5.8,TimelineComputerEntertainment,"Action,General,General",1 Player,13,5,0,2000
MotionSports Adrenaline,Xbox360,"November 1, 2011",41,6.4,UbisoftVancouver,"Sports,General,General",No info,8,9,0,2011
"Harry Potter and the Deathly Hallows, Part 1",Wii,"November 16, 2010",41,5,ElectronicArts,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",No info,8,12,0,2010
The Golden Compass,Xbox360,"December 4, 2007",41,4.1,ShinyEntertainment,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,25,14,0,2007
Gungrave VR,PlayStation4,"December 11, 2018",41,4.2,IGGYMOB,"Action,Shooter,Light Gun",No Online Multiplayer,16,23,0,2018
JASF: Jane's Advanced Strike Fighters,PlayStation3,"November 15, 2011",41,4,TrickstarGames,"Action,Simulation,Flight,Flight,Combat",Up to 16,7,8,0,2011
Taito Legends Power-Up,PSP,"May 17, 2007",41,tbd,EmpireOxford,"Miscellaneous,Compilation,Compilation",1-2,9,0,0,2007
Rapala Tournament Fishing!,Wii,"November 22, 2006",41,5.3,MagicWand,"Sports,Individual,Nature,Fishing,Fishing",No Online Multiplayer,8,15,0,2006
DARK,PC,"July 3, 2013",41,4.2,Kalypso,"Action Adventure,Modern,General,Modern,Linear",No Online Multiplayer,21,267,0,2013
Seduce Me,PC,"January 2, 2013",41,3.4,No info,"Strategy,General,General",1 Player,12,33,0,2013
Lets Fish! Hooked On,PlayStationVita,"January 29, 2013",41,6.5,SIMS,"Sports,Individual,Nature,Fishing,Fishing",No info,11,11,0,2013
Brigade E5: New Jagged Union,PC,"October 17, 2006",41,6.8,Apeiron,"Strategy,Turn-Based,Modern,General,Modern",8  Online,9,38,0,2006
Turtle Tale,3DS,"May 22, 2014",41,tbd,SaturnineGames,"Action,General,Platformer,2D",No info,7,0,0,2014
Street Supremacy,PSP,"February 28, 2006",41,6.5,Genki,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1-2,31,4,0,2006
Street Power Soccer,PlayStation4,"August 25, 2020",41,tbd,SFLInteractive,"Sports,Soccer,Arcade,Team",2,16,0,0,2020
Dragon's Lair,Xbox360,"May 18, 2012",41,6,"DigitalLeisureInc.,DigitalLeisure","Action,Adventure,Interactive Movie,General,Arcade,Interactive Movie",1 Player,18,20,0,2012
American Idol,PlayStation2,"November 11, 2003",41,4.8,HothouseCreations,"Miscellaneous,Rhythm,Music",1-4,14,12,0,2003
101-in-1 Sports Party Megamix,Wii,"January 13, 2011",41,tbd,Nordcurrent,"Sports,General,General",No Online Multiplayer,7,0,0,2011
007 Legends,PlayStation3,"October 16, 2012",41,4.2,"EurocomEntertainmentSoftware,Eurocom","Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 12,22,52,0,2012
Mall Tycoon,PC,"February 3, 2002",41,4.8,"HolisticDesign,Inc.","Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,10,8,0,2002
Duke Nukem: Manhattan Project,Xbox360,"June 23, 2010",41,7,3DRealms,"Action,Shooter,Shooter,First-Person,Scrolling,Shoot-'Em-Up,Sci-Fi,Horizontal",1 Player,13,21,0,2010
Clash of the Titans,PlayStation3,"July 27, 2010",41,1.7,GameRepublic,"Action Adventure,Historic,General,Historic",No Online Multiplayer,28,19,0,2010
0 Day Attack on Earth,Xbox360,"December 23, 2009",41,4.5,Gulti,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info,19,13,0,2009
Iron Man 2,PlayStation3,"May 4, 2010",41,5.3,SegaStudiosSanFrancisco,"Action,General,General",No Online Multiplayer,28,42,0,2010
Dollhouse,PlayStation4,"May 24, 2019",41,4.7,"Creazn,Soedesco","Adventure,General",Up to 8,7,14,0,2019
Star Trek: Shattered Universe,Xbox,"January 14, 2004",41,3.9,StarsphereInteractive,"Simulation,Sci-Fi,Large Spaceship",1 Player,21,11,0,2004
Nickelodeon Kart Racers,Switch,"October 23, 2018",41,4.9,"Bamtang,MaximumGames","Racing,Arcade,Automobile",No Online Multiplayer,8,37,0,2018
Way of the Dogg,Xbox360,"May 3, 2013",41,3.3,EchoPeak,"General,Action,General",No info,12,27,0,2013
4:00 PM,PC,"July 9, 2014",41,4.2,BojanBrbora,"Adventure,General,3D,First-Person",No info,7,26,0,2014
WWII Aces,Wii,"March 21, 2008",41,5.4,ArcadeMoon,"Simulation,Flight,WWII,WWII,Combat",1-2,7,18,0,2008
Delta Force: Xtreme 2,PC,"May 27, 2009",40,4.9,NovaLogic,"Action,General,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No info,7,51,0,2009
Slain!,PC,"March 24, 2016",40,5.3,WolfBrewGames,"Action,Platformer,2D",No Online Multiplayer,18,37,0,2016
Alekhine's Gun,PC,"March 11, 2016",40,4.7,MaximumGames,"Historic,Action Adventure,General",No Online Multiplayer,12,51,0,2016
Tank Beat,DS,"June 1, 2007",40,5.4,MileStoneInc.,"Action,Simulation,General,General,Vehicle,Combat",4  Online,12,8,0,2007
The Polar Express,GameCube,"November 2, 2004",40,4.7,BlueTongueEntertainment,"Action Adventure,Fantasy",1 Player,7,9,0,2004
Around the World in 80 Days,GameBoyAdvance,"July 5, 2004",40,tbd,Saffire,"Action Adventure,Modern",1 Player,9,0,0,2004
Evil Dead: Hail to the King,PC,"March 28, 2001",40,5.2,HeavyIronStudios,"Action Adventure,Horror,Horror,Survival",1 Player,9,13,0,2001
Naval Assault: The Killing Tide,Xbox360,"June 15, 2010",40,4.5,ArtechStudios,"Simulation,Submarine,Submarine,Marine,Combat",No info,11,6,0,2010
The Chaos Engine (2013),PC,"August 29, 2013",40,7.6,AbstractionGames,"Action,Shooter,Shooter,Third-Person,Shoot-'Em-Up,Sci-Fi,Sci-Fi,Top-Down",No info,7,26,0,2013
Space Raiders,GameCube,"April 19, 2004",40,7.8,TaitoCorporation,"Action,Shooter,Third-Person,Sci-Fi",1-2,8,4,0,2004
Dr. Seuss' The Cat in the Hat,GameBoyAdvance,"November 5, 2003",40,tbd,DigitalEclipse,"Action,General",1 Player,7,0,0,2003
Ducati World Racing Challenge,Dreamcast,"February 13, 2001",40,6.8,AttentionToDetail,"Driving,Racing,GT / Street",No info,8,5,0,2001
Ace Banana,PlayStation4,"October 13, 2016",40,4.3,TVR,"Action,General",No info,18,20,0,2016
DRIV3R,PC,"March 15, 2005",40,3.3,ReflectionsInteractive,"Driving,Action Adventure,Racing,Mission-based,Arcade,Mission-based,Open-World,Automobile",1 Player,15,96,0,2005
Screwjumper!,Xbox360,"November 14, 2007",40,3.4,FrozenCodebase,"Action,General,General",4  Online,13,9,0,2007
Made Man: Confessions of the Family Blood,PC,"April 23, 2007",40,5.8,SilverbackStudios,"Action Adventure,Modern,General,Modern",1 Player,10,22,0,2007
Chronus Arc,3DS,"October 1, 2015",40,6.1,Kemco,"Role-Playing,Japanese-Style",No info,8,11,0,2015
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WiiU,"November 19, 2013",40,5.2,WayForward,"Action Adventure,Fantasy,General,Fantasy",No info,7,24,0,2013
Emergency Mayhem,Wii,"April 15, 2008",40,4.3,SupersonicSoftware,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",1-4,21,4,0,2008
Protothea,Wii,"June 2, 2008",40,tbd,"DigitalBuilders,SabarasaEntertainment","Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",1 Player,7,0,0,2008
Psychotoxic,PC,"February 25, 2005",40,4.8,NuClearVision,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",1 Player,15,13,0,2005
ShellShock 2: Blood Trails,PC,"February 13, 2009",40,5.3,Rebellion,"Action,Shooter,Shooter,First-Person,Third-Person,Historic,Historic,Historic,Arcade",No info,12,49,0,2009
Underground Pool,DS,"January 26, 2007",40,tbd,FrontLineStudios,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",1-4,7,0,0,2007
Freedom: First Resistance,PC,"December 14, 2000",40,tbd,RedStormEntertainment,"Action Adventure,Sci-Fi,General",1 Player,13,0,0,2000
Eureka Seven Vol. 2: The New Vision,PlayStation2,"April 23, 2007",40,7.2,NamcoBandaiGamesAmerica,"Action,Shooter,Third-Person,Sci-Fi",1 Player,17,6,0,2007
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation3,"November 19, 2013",40,4,WayForward,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,14,20,0,2013
Xiaolin Showdown,Xbox,"November 15, 2006",40,tbd,BottleRocketEntertainment,"Action,Beat-'Em-Up",1-4,10,0,0,2006
Painkiller: Hell & Damnation,PlayStation3,"November 26, 2013",40,6.9,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",Up to 8,7,18,0,2013
Farming Simulator,PlayStation3,"November 19, 2013",40,2.9,GiantsSoftware,"Simulation,General,General,Virtual,Career",No Online Multiplayer,17,9,0,2013
Escape Dead Island,PlayStation3,"November 18, 2014",40,3.1,FatsharkAB,"Action Adventure,Adventure,3D,Survival,Third-Person,Modern",No Online Multiplayer,25,52,0,2014
Inner Chains,PC,"May 18, 2017",40,4.9,TelepathsTree,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,10,16,0,2017
The Warriors: Street Brawl,Xbox360,"September 23, 2009",40,6.4,CXTM,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1-4,13,8,0,2009
Brain Boost: Gamma Wave,DS,"November 17, 2006",40,tbd,Interchannel,"Miscellaneous,Edutainment,Edutainment",No Online Multiplayer,12,0,0,2006
MTV Sports: Skateboarding featuring Andy Macdonald,PlayStation,"September 12, 2000",40,tbd,Darkblack,"Sports,Alternative,Skateboarding",No info,8,0,0,2000
Zatch Bell! Mamodo Fury,PlayStation2,"September 19, 2006",40,7.6,MechanicArms,"Action,Fighting,3D",1-4,8,11,0,2006
Blood Drive,Xbox360,"November 2, 2010",40,5.8,SidheInteractive,"Simulation,Driving,Racing,General,General,Vehicle,Combat",Up to 4,21,13,0,2010
Prison Break: The Conspiracy,Xbox360,"April 1, 2010",40,4.8,ZootFly,"Adventure,General,General",No Online Multiplayer,37,21,0,2010
Freestyle Street Soccer,Xbox,"March 25, 2004",40,tbd,SiliconDreams,"Sports,Traditional,Soccer,Arcade",1-4,10,0,0,2004
Dragon Ball Z: Taiketsu,GameBoyAdvance,"November 24, 2003",40,6,WebfootTechnologies,"Action,Fighting,2D",1-2,23,27,0,2003
Tamarin,PlayStation4,"September 10, 2020",40,6.5,ChameleonGames,"Action,Platformer,3D",No Online Multiplayer,16,10,0,2020
Family Guy: Back to the Multiverse,PlayStation3,"November 20, 2012",40,6.4,HeavyIronStudios,"Action,General,Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,9,33,0,2012
The Golden Compass,PlayStation3,"December 4, 2007",40,4.8,ShinyEntertainment,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,17,16,0,2007
Scourge: Outbreak,Xbox360,"July 3, 2013",40,6.7,TragnarionStudios,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info,19,54,0,2013
MotionSports,Xbox360,"November 4, 2010",40,4,UbisoftMilan,"Sports,General,General",No info,30,10,0,2010
Looney Tunes: Acme Arsenal,Xbox360,"October 9, 2007",40,7.1,RedTribe,"Action,Action Adventure,Fantasy,Platformer,Fantasy,3D",2  Online,15,14,0,2007
Real Steel,Xbox360,"October 12, 2011",40,6.5,Yuke's,"Action,Fighting,Fighting,3D,3D",1 Player,7,24,0,2011
Soldier Elite,PC,"May 29, 2006",40,3.6,MetropolisSoftware,"Action Adventure,Sci-Fi,General",1 Player,10,10,0,2006
Deep Black: Reloaded,PC,"April 18, 2012",39,3.8,Biart,"Action,Shooter,Shooter,Third-Person,Modern,Arcade",No info,20,39,0,2012
Battle: Los Angeles,Xbox360,"March 11, 2011",39,4.6,SaberInteractive,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,22,25,0,2011
Montague's Mount,PC,"October 9, 2013",39,5,PolypusherStudios,"Action Adventure,Horror,Horror",No info,21,40,0,2013
Charlie and the Chocolate Factory,GameCube,"July 11, 2005",39,3.2,"HighVoltageSoftware,BackboneEntertainment","Action Adventure,Modern",1 Player,16,6,0,2005
SuperPower,PC,"March 28, 2002",39,3.9,GolemLabs,"Strategy,Turn-Based,Wargame,Turn-Based,General",No info,7,11,0,2002
The Cursed Crusade,Xbox360,"October 25, 2011",39,4.5,Kylotonn,"Action Adventure,Fantasy,General,Fantasy",2,27,31,0,2011
Ultimate Beach Soccer,Xbox,"November 10, 2003",39,6.8,PamDevelopment,"Sports,Traditional,Soccer,Arcade",1-4,8,5,0,2003
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PlayStation2,"January 24, 2006",39,7.3,49Games,"Sports,Olympic Sports",1-4,25,14,0,2006
Fantastic Four: Rise of the Silver Surfer,Wii,"June 15, 2007",39,5.9,7Studios,"Action,General,General",1-4,16,15,0,2007
Drive Girls,PlayStationVita,"September 8, 2017",39,5.5,Tamsoft,"Action,General",No info,9,12,0,2017
Air Raid: This Is Not a Drill!,PC,"June 18, 2003",39,6.6,MadebyKiddies,"Action,Shooter,Shooter,First-Person,Historic,Historic",No info,7,17,0,2003
Army Men: Green Rogue,PlayStation2,"March 25, 2001",39,3.8,3DO,"Action,Shooter,Third-Person,Fantasy",1-2,13,4,0,2001
Turning Point: Fall of Liberty,PC,"February 26, 2008",39,4.4,SparkUnlimited,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,18,40,0,2008
25 to Life,PC,"January 17, 2006",39,5.1,"RitualEntertainment,AvalancheSoftware","Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",Up to 16,12,50,0,2006
Pocket Racers,PSP,"November 14, 2006",39,tbd,"Konami,BladeInteractive","Driving,Racing,Arcade,Arcade,Automobile",6  Online,16,0,0,2006
Doctor Who: The Eternity Clock,PlayStation3,"May 22, 2012",39,6.4,SupermassiveGames,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,21,28,0,2012
Wacky Races: Crash & Dash,Wii,"June 17, 2008",39,6.2,EidosSweden,"Driving,Racing,Arcade,Kart,Other,Kart",1-4,14,5,0,2008
Troll and I,PlayStation4,"March 21, 2017",39,4.7,MaximumGames,"Action Adventure,General",No info,12,36,0,2017
Senran Kagura Reflexions,Switch,"September 13, 2018",39,7.5,HoneyParadeGames,"Action,Adventure,General",No Online Multiplayer,18,42,0,2018
RollerCoaster Tycoon 3D,3DS,"October 16, 2012",39,2.6,n-Space,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,14,26,0,2012
Brain Boost: Beta Wave,DS,"November 17, 2006",39,2.5,Interchannel,"Miscellaneous,Edutainment,Edutainment",No Online Multiplayer,12,4,0,2006
The Polar Express,PlayStation2,"November 2, 2004",39,5.5,BlueTongue,"Action Adventure,Fantasy",1 Player,10,11,0,2004
Family Guy: Back to the Multiverse,Xbox360,"November 20, 2012",39,5,HeavyIronStudios,"Action,General,Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,28,53,0,2012
Charlie and the Chocolate Factory,Xbox,"July 11, 2005",39,2,"HighVoltageSoftware,BackboneEntertainment","Action Adventure,Modern",1 Player,20,12,0,2005
25 to Life,PlayStation2,"January 17, 2006",39,5,"RitualEntertainment,AvalancheSoftware","Action,Shooter,Third-Person,Modern",16  Online,23,52,0,2006
Hello Neighbor,Switch,"July 27, 2018",39,4.3,tinyBuild,"Adventure,3D,First-Person",No Online Multiplayer,7,34,0,2018
Coffeetime Crosswords,Xbox360,"July 16, 2008",39,3.4,"Voltex,Inc.","Miscellaneous,Puzzle,Puzzle,General,Puzzle,Logic,General",2  Online,8,7,0,2008
Ju-on: The Grudge,Wii,"October 13, 2009",39,5.4,FeelPlus,"Action Adventure,Horror,Horror,Survival",No info,32,36,0,2009
Thor: God of Thunder,PlayStation3,"May 3, 2011",39,4.5,LiquidEntertainment,"Action,General,General",No Online Multiplayer,35,22,0,2011
R.I.P.D. The Game,Xbox360,"July 17, 2013",39,3.4,OldSchoolGames,"Action,General,General,Shooter,Third-Person,Sci-Fi,Arcade",No info,7,28,0,2013
Raven Squad: Operation Hidden Dagger,PC,"August 25, 2009",39,3.1,AtomicMotion,"Action,Shooter,General,First-Person,Modern",No info,11,60,0,2009
"Monsters, Inc. Scream Arena",GameCube,"September 14, 2002",39,6,RadicalEntertainment,"Action,Platformer,3D",No info,7,20,0,2002
Anacapri: The Dream,PC,"September 12, 2007",39,4.2,S&GSoftware,"Adventure,General,General",1 Player,8,13,0,2007
Onechanbara: Bikini Samurai Squad,Xbox360,"February 10, 2009",39,6.3,Tamsoft,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",No Online Multiplayer,39,57,0,2009
Tony Hawk's Motion,DS,"November 18, 2008",39,tbd,CreatStudios,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",No info,11,0,0,2008
The Mummy: Tomb of the Dragon Emperor,Wii,"July 22, 2008",39,6.4,"EurocomEntertainmentSoftware,Eurocom","Action Adventure,Fantasy,General,Fantasy",1 Player,7,5,0,2008
Cartoon Network Racing,PlayStation2,"December 4, 2006",39,6.5,Eutechnyx,"Driving,Racing,Arcade",1-2,11,11,0,2006
The Deer God,Switch,"December 21, 2017",39,2.8,CinoptStudiosLLC,"Action,Platformer,2D",No Online Multiplayer,10,15,0,2017
Coffee Tycoon,PC,"September 11, 2006",39,4.7,AnarchyEnterprises,"Strategy,Tycoon,Tycoon",No info,7,7,0,2006
Remothered: Broken Porcelain,PC,"October 13, 2020",39,5.2,StormindGames,"Adventure,3D,First-Person",No Online Multiplayer,26,21,0,2020
Universal Studios Theme Parks Adventure,GameCube,"December 18, 2001",39,3.2,Kemco,"Miscellaneous,Party",1-2,11,13,0,2001
Resident Evil: Survivor,PlayStation,"August 30, 2000",39,6.1,Capcom,"Action Adventure,Horror",1 Player,10,87,0,2000
Realms of Ancient War,PC,"October 4, 2012",39,4.6,Wizarbox,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,7,50,0,2012
Inkheart,DS,"January 12, 2009",39,2.2,Dreamcatcher,"Adventure,General,General",No info,8,5,0,2009
Tony Hawk's Pro Skater 5,XboxOne,"September 29, 2015",39,2.1,Robomodo,"Sports,Individual,Skate / Skateboard",Up to 20,18,133,0,2015
Turn It Around,DS,"August 28, 2007",39,tbd,"TaitoCorporation,505Games","Action,General,General",1-2,11,0,0,2007
Pacific Rim,Xbox360,"July 12, 2013",39,4.8,Yuke's,"Action,General,General",2  Online,16,38,0,2013
Alone in the Dark,Wii,"June 23, 2008",39,4.5,Hydravision,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,10,35,0,2008
Star Wars: Flight of the Falcon,GameBoyAdvance,"November 18, 2003",39,5.9,PocketStudios,"Action,Shooter,Scrolling",1 Player,13,13,0,2003
Putty Squad,PlayStation4,"March 11, 2014",38,3,System3,"Action,Platformer,Platformer,2D,2D",No info,8,53,0,2014
Motocross Mania 3,Xbox,"April 27, 2005",38,3.3,DeibusStudios,"Driving,Racing,Motorcycle,Motocross",1-2,9,6,0,2005
Burnout Legends,DS,"November 29, 2005",38,6.1,VisualImpact,"Driving,Racing,Arcade,Arcade,Automobile",1-6,12,64,0,2005
Dead or Alive Paradise,PSP,"March 30, 2010",38,5.8,"TeamNinja,Tecmo","Action,General,General",No Online Multiplayer,34,41,0,2010
Battleship,Xbox360,"May 15, 2012",38,1.9,DoubleHelixGames,"Action,Miscellaneous,Board Games,Shooter,Board Games,First-Person,Tactical",No Online Multiplayer,25,67,0,2012
Battle: Los Angeles,PC,"March 11, 2011",38,3.1,SaberInteractive,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,9,43,0,2011
Attack of the Movies 3D,Xbox360,"May 18, 2010",38,1.7,PanicButton,"Action,General,General",No info,8,10,0,2010
Painkiller: Resurrection,PC,"October 27, 2009",38,4.2,HomegrownGames,"Action,Shooter,Shooter,First-Person,Fantasy,Arcade",No info,11,83,0,2009
Umbrella Corps,PlayStation4,"June 21, 2016",38,2.5,Capcom,"Action,Shooter,Third-Person,Tactical",Up to 6,55,174,0,2016
G.I. Combat,PC,"November 4, 2002",38,3.6,FreedomGames,"Strategy,Real-Time,Wargame,Real-Time,General",1-2,9,7,0,2002
Driven,PlayStation2,"November 6, 2001",38,3,BamEntertainment,"Driving,Racing,Formula One",1-2,10,6,0,2001
Pimp My Ride,Xbox360,"December 6, 2006",38,3.8,Eutechnyx,"Driving,Racing,Arcade,Other,Other",No Online Multiplayer,14,29,0,2006
Godzilla Unleashed,PlayStation2,"November 20, 2007",38,6.3,"PipeworksSoftware,Inc.","Action Adventure,Sci-Fi",1-4,22,6,0,2007
DARK,Xbox360,"July 9, 2013",38,4.1,Kalypso,"Action Adventure,Modern,General,Modern,Linear",No info,21,55,0,2013
The Walking Dead: Survival Instinct,PC,"March 19, 2013",38,2.6,TerminalReality,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,13,312,0,2013
Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox360,"August 28, 2013",38,5.3,RedFlyStudio,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",No info,28,172,0,2013
Naruto Shippuden: Dragon Blade Chronicles,Wii,"November 12, 2010",38,3.3,"Eighting,TakaraTomy","Action,General,Fighting,General,3D",No info,14,14,0,2010
Vampire Rain,Xbox360,"July 3, 2007",38,3.1,Artoon,"Action Adventure,Horror,Horror,Survival",8  Online,45,45,0,2007
Thor: God of Thunder,Xbox360,"May 3, 2011",38,5.7,LiquidEntertainment,"Action,General,General",No Online Multiplayer,40,26,0,2011
Project Root,XboxOne,"April 29, 2015",38,5,PabloTesta,"Action,Shooter,Shoot-'Em-Up,Vertical",No info,9,10,0,2015
Carnival Games: Mini-Golf,Wii,"October 20, 2008",38,6.3,CatDaddyGames,"Sports,Traditional,Individual,Golf,Arcade,Arcade",No Online Multiplayer,10,8,0,2008
Raven Squad: Operation Hidden Dagger,Xbox360,"August 25, 2009",38,3.5,AtomicMotion,"Action,General,General",2  Online,22,38,0,2009
Seven Kingdoms: Conquest,PC,"October 15, 2007",38,4,"EnlightSoftware,InfiniteInteractive","Strategy,Real-Time,Historic,Historic,Command",4  Online,14,11,0,2007
Kengo: Legend of the 9,Xbox360,"September 11, 2007",38,4.1,Genki,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",2  Online,18,14,0,2007
The Simpsons Skateboarding,PlayStation2,"November 11, 2002",38,4,TheCodeMonkeys,"Sports,Alternative,Skateboarding",1-2,21,28,0,2002
Blades of Time,Switch,"May 14, 2019",38,4.9,GaijinDistribution,"Action,General",No Online Multiplayer,7,9,0,2019
Rock Revolution,Xbox360,"October 15, 2008",38,5.2,"ZoeMode,HBStudiosMultimedia","Action,Miscellaneous,Rhythm,Music,Music",6  Online,28,18,0,2008
Legend of the Dragon,PSP,"May 29, 2007",38,5.3,NekoEntertainment,"Action,Fighting,Fighting,3D,3D",1-2,12,4,0,2007
Heavy Fire: Red Shadow,PlayStation4,"October 16, 2018",38,4.3,Mastiff,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,10,10,0,2018
Terminator 3: Rise of the Machines,PlayStation2,"November 11, 2003",38,5.9,BlackOpsEntertainment,"Action Adventure,Sci-Fi",1 Player,21,30,0,2003
SoulCalibur: Lost Swords,PlayStation3,"April 22, 2014",38,2,BandaiNamcoGames,"Action,Fighting,3D",No info,9,89,0,2014
Dying: Reborn,PlayStation4,"February 28, 2017",38,5.2,Nekcom,"Adventure,3D,First-Person",No Online Multiplayer,17,33,0,2017
"Harry Potter and the Deathly Hallows, Part 1",PlayStation3,"November 16, 2010",38,2.9,EABrightLight,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",No info,27,28,0,2010
Hello Neighbor,PC,"December 8, 2017",38,4.7,DynamicPixels,"Action,Adventure,General,3D,First-Person",No Online Multiplayer,19,221,0,2017
Looney Tunes: Acme Arsenal,PlayStation2,"October 9, 2007",38,5.2,RedTribe,"Action Adventure,Fantasy",1-2,10,12,0,2007
ECW Anarchy Rulz,Dreamcast,"December 30, 2000",38,7.8,AcclaimStudiosSaltLakeCity,"Action,Fighting,Wrestling",No info,8,4,0,2000
Left Behind: Eternal Forces,PC,"November 7, 2006",38,3.5,LeftBehindGames,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",8  Online,20,21,0,2006
The Mummy: Tomb of the Dragon Emperor,PlayStation2,"July 22, 2008",38,6.1,EurocomEntertainmentSoftware,"Action Adventure,Fantasy",1 Player,7,7,0,2008
Evolution Snowboarding,PlayStation2,"November 26, 2002",38,tbd,Konami,"Sports,Alternative,Snowboarding",1-2,9,0,0,2002
Star Wars Episode II: Attack of the Clones,GameBoyAdvance,"May 30, 2002",38,3.8,DavidA.PalmerProductions,"Action Adventure,Sci-Fi",1 Player,14,9,0,2002
The Ripping Friends,GameBoyAdvance,"March 24, 2002",38,tbd,Creations,"Action,Beat-'Em-Up",No info,12,0,0,2002
Steel Battalion: Heavy Armor,Xbox360,"June 19, 2012",38,2.5,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",Up to 4,58,94,0,2012
Godzilla,PlayStation4,"July 14, 2015",38,3.3,NATSUMEATARIInc.,"Action,General",Up to 3,56,279,0,2015
Bubble Bobble Revolution,DS,"October 3, 2006",38,6.2,TaitoCorporation,"Action,Platformer,Platformer,2D,2D",1-4,19,6,0,2006
Pure Futbol,Xbox360,"June 1, 2010",38,7.9,UbisoftVancouver,"Sports,Traditional,Team,Soccer,Sim,Arcade,Arcade",2,20,30,0,2010
"Harry Potter and the Deathly Hallows, Part 1",Xbox360,"November 16, 2010",38,4.8,EABrightLight,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",No info,42,48,0,2010
Far Cry Vengeance,Wii,"December 12, 2006",38,5.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-2,23,58,0,2006
Touhou Kobuto V: Burst Battle,Switch,"October 10, 2017",38,5.3,CUBETYPE,"Action,Fighting,3D",No info,7,18,0,2017
Randall,PlayStation4,"June 6, 2017",38,2.5,WeTheForce,"Action,Platformer,2D",No info,10,10,0,2017
Tenchu: Dark Secret,DS,"August 21, 2006",37,5.8,"FromSoftware,PolygonMagic","Action Adventure,Historic,General,Historic",2  Online,10,9,0,2006
Napoleon Dynamite: The Game,PSP,"October 23, 2007",37,4.6,7Studios,"Action,Miscellaneous,Puzzle,General,General,Puzzle,Party / Minigame,General",1-2,14,7,0,2007
Torino 2006 - The Official Video Game of the XX Olympic Winter Games,PC,"January 24, 2006",37,5.5,49Games,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",1-4,11,10,0,2006
Pocket Pool,PSP,"April 18, 2007",37,tbd,ConspiracyEntertainment,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",1-2,19,0,0,2007
Speed Zone,Wii,"August 18, 2009",37,3.8,AwesomePlayLtd.,"Driving,Racing,Arcade,Futuristic,Futuristic",No info,14,11,0,2009
